,_id,alcohol_vol,balling,beer_name,beer_type,bitterness,brewery,color,description,dry_matter,ebc,group_type,ingredients,price,temperature,vol
120,5bf28f8fe1ac213a940c8f42,"4,3",,Rizmajer Konyakos-Meggyes Sörmix,,,rizmajersor.hu,,"Gyümölcsös sörkülönlegesség (11 B°) Meggy velõre fejtett láger sör brandy aromával. A Rizmajer konyakos-meggyes sörmixe egyedi, saját receptúra alapján készül.",,,,"Alk. 4,3 % (V/V) Összetevők: víz, pilseni,maláta, meggyvelõ, komló,brandy aroma, sörélesztõ",,,
121,5bf28f8fe1ac213a940c8f43,6.5%,,Marzen – Márciusi sör,,,rizmajersor.hu,,"Tradícionálisan a tél búcsúzatójaként az utolsó erős sörünk, a tavasz előtt.",,,,"Alk.6.5% (V/V) Összetevők: ivóvíz, búza maláta, bécsi maláta, müncheni maláta, karamell maláta, komló ( mittelfrüh, hersbücker) lager élesztő",,,
122,5bf28f8fe1ac213a940c8f44,"4,3",,Rizmajer Világos (Szebeni Ászok),,,rizmajersor.hu,,"A Szebeni Ászok a Rizmajer Sörfőzde első főzeteként született meg 1994-ben, azóta számos díj és sördiploma öregbítette hírnevét. (link a képek menüpontra, benne a diploma és díjak fotói) A Rizmajer Világos egy klasszikus, könnyed láger sör. A tükrös tisztaságú, 10,5 Balling fokos (B°) világos sör harmonikus ízét a pilseni maláta és a komló különleges főzési […]",,,,"Alk.4,3% (V/V) Összetevők: ivóvíz, pilseni maláta, sörélesztő, komló",,,
123,5bf28f8fe1ac213a940c8f45," 6,5%",,POPCORN – Double Corn IPA,,,rizmajersor.hu,,Kiss Tomi (Hopfanatic) és Rizmajer Józsi dupla kukoricás ipája. 2015.01.29.-én a receptúra finomított receptúra alapján második főzet a nagy sikerre való tekintettel.,,,,"Alk. 6,5% (V/V) Összetevők: ivóvíz, csírátlanított kukorica, pilseni maláta, négy féle komló, sörélesztő.",,,
124,5bf28f8fe1ac213a940c8f46," 5,5%",,Fekete Cherry,,,rizmajersor.hu,,Fekete Cherry – Gyümölcsös Porter,,,,"Alk. 5,5% (V/V) Összetevők: ivóvíz,pilseni maláta, müncheni maláta, kristály maláta, fekete maláta, müncheni maláta, komló, meggyvelő, ale típusú élesztő.",,,
125,5bf28f8fe1ac213a940c8f47," 5,5%",,Málnás Búza,,,rizmajersor.hu,,Gyümölcsös szűretlen Búzasörmix.,,,,"Alk. 5,5% (V/V) Összetevők: ivóvíz, búza maláta, bécsi maláta, müncheni maláta, pilseni maláta, crystal maláta, aroma komló, vadmálna, sörélesztő.",,,
126,5bf2accb7dade8c822c43905,7%,,BITTERFLY,Belgian Style India Pale Ale,7O,Hopfanatic,30,A sörfőzde első műve. Gerillaként ezzel sörrel sikerült bemutatkozni a nagyközönség előtt. Amerikai single hopped IPA belga élesztővel erjesztve. Ez teszi ezt a sört Magyarország egyik legkedveltebb sörévé.,,,,,,,"0,33"
127,5bf2accc7dade8c822c43906,7%,,TRANCE,India Pale Ale,60,Hopfanatic,15,"Nem akar több lenni, mint ami. Egyszerű, nem tolakodó, kellemes komlóaromájú India Pale Ale. Malátás felhangok előtérbe, majd a kortyérzet végén kellemes komlóaroma veszi birtokba. Azoknak ajánljuk, akik ismerkednek a különleges sörök világával.",,,,,,,"0,33"
128,5bf2accc7dade8c822c43907,,,,,,,,,,,,,,,
129,5bf2accc7dade8c822c43908,"4,5%",,A.P.A.,American Pale Ale,32,Hopfanatic,12,"Friss illattal, kellemesen citrusos gyümölcsösséggel, könnyed testtel teszi izgalmassá a mindennapi sörözéseket. Nem hivalkodó, könnyen fogyasztható. ANTIKOMMERSZLÁGER!",,,,,,,"0,33"
130,5bf2accc7dade8c822c43909,6%,,WHITEHOPS,Hoppy Wheat Beer,70,Hopfanatic,15,"Búza tematikájú fesztiválon született ez a sör. Bajor búza alapokon egy amerikai komlós itóka. Banános, észteres mellett, citrusos és grapefruitos jegyek teszik kellemessé a sörözéseket.",,,,,,,"0,33"
131,5bf2accc7dade8c822c4390a,12%,,ANGRY BEAST,Russian Imperial Stout,112,Hopfanatic,100,"Magyarország első imperial stout-ja. A kellemes csokoládés, kávés jelleget a magas komló- és alkoholtartalom bestialitása őrjíti meg. Egy igazi fenevad, igazi sörkedvelőknek!",,,,,,,"0,33"
132,5bf2accc7dade8c822c4390b,,,,,,,,,,,,,,,
133,5bf2accc7dade8c822c4390c,"4,5%",,BOHEM,Bohemian Pilsner,32,Hopfanatic,14,"Egyén. Vándor, zenész, művész vagy író, aki szabad szellemű életet él és hisz az igaz szabadságban és szerelemben.",,,,,,,"0,33"
134,5bf2accc7dade8c822c4390d,"5,5%",,12,New England Milkshake IPA,15,Hopfanatic,15,"A HOPFANATIC mindig is jól komlózott sörök irányába volt nyitott. Létrejött egy új stílus, mely a komlót nem a keserű oldaláról, hanem az aromák felől közelíti meg. Finoman lágyítva egy kis laktózzal. Úgy érzem, ez a sör egy igazi Touchdown!",,,,,,,"0,33"
135,5bf2acce7dade8c822c4390f,,,We are Mad Scientist!,,,Mad Scientist,,,,,,,,,
136,5bf2acce7dade8c822c43910,5.8,,Goodbye Moonmen,Banana Cheesecake Pale Ale,,Mad Scientist,,Banana Cheesecake Pale Ale,,,,,,,
137,5bf2accf7dade8c822c43911,7.2,,Jam 72,West Coast IPA,,Mad Scientist,,"Szabadság, fesztiválérzés és zene sörbe komponálva. A hatalmas mennyiségû amerikai komlónak köszönhetôen egy rendkívül illatos és aromás, erôs sör a Jam72.2016-ban az év sörének választották Magyarországon. Ideális választás annak, aki valami különlegesre és erôsre vágyik. Trópusi gyümölcs, grapefruit, bors, és fenyô aromák fedezhetôek fel benne.",,,,,,,
138,5bf2accf7dade8c822c43912,6,,Smooth Hoperator,New England IPA,,Mad Scientist,,"A stílus lényege, hogy a komlóaromák kiemelésének szentel mindent, és minden mást figyelmen kívül hagy. Lágy kortyérzet, a komlóval reakcióba lépő élesztőtörzs, és kifejezetten magas komlótartalom jellemzi átütő keserűség nélkül.Még egy sima IPA-hez képest is elképesztő gyümölcsösség és krémesség jellemzi.",,,,,,,
139,5bf2acd07dade8c822c43913,4.6,,Monkey Temple,Bajor Búzasör,,Mad Scientist,,"A bajor búzasörök esetében egy lehelletnyi ürességet véltünk felfedezni a korty közepén. A madagaszkári vaníliarudak erjedés utáni sörbe juttatása véleményünk szerint ezt küszöböli ki, komplex és szépen érô búzasörré varázsolva a Monkey Templet.Banán, szegfûszeg és vanília illat és ízhatás mellett egy búzamalátára jellemzô krémesség és lágy szénsav jellemzi. Nem csak hölgyeknek.",,,,,,,
140,5bf2acd07dade8c822c43914,6.2,,Puppet Master,American Amber Ale,,Mad Scientist,,"Ez a sörünk főként azoknak lesz izgalmas, akiknek túl keserű egy ipa, viszont túl ‘üres’ egy american pale ale. Az american amber ale sokféle különleges pörkölésű/aszalású maláta összjátékát egészíti ki amerikai komlók frissességével.A megszokottól eltérően inkább az ellentétek harmóniája. Karamell és dinnye, csoki és sárgabarack, keksz és őszibarack. Végeredményként egy tükörtiszta vörös sört kapunk, ami könyörög, hogy te és ő ne csak egy egyszeri kóstolás legyetek, hanem maradjatok együtt, egész este, örökkön-örökké.",,,,,,,
141,5bf2acd07dade8c822c43915,5.2,,Mango Bay,Mango Milkshake Pale Ale,,Mad Scientist,,"Az ország első milkshake pale aleje volt 2016-ban egyik legkedvesebb gyermekünk, a Mango Bay. Tejturmix jellegű lágy krémessége és arcbavágó mangóssága az, ami miatt könnyen elcsavarja az ember fejét.Az első sörünk, amivel nemzetközileg is sikert arattunk, a berlini sörhét zártközű nyitó eseményére ezzel a sörrel került be a főzde világszínvonílú külföldi főzdék mellett.",,,,,,,
142,5bf2acd17dade8c822c43916,4.2,,Tokyo Lemonade,Yuzu Witbier,,Mad Scientist,,"Néhány sörnél valamilyen gasztronómiai élmény alapján inspirálódunk, pár esetben viszont egy-egy konkrét íz az, ami megfog minket. A tokyo lemonade esetében a japán citrus, más nevén a yuzu utánoztatatlan karakterisztikáját szerettük volna egy sörben a lehető legjobban kiemelni.Erre a célra egy belga witbier alapsört választottunk ki és alakítottunk úgy, hogy egy könnyed, lehengerlően citrusos búzasört kapjunk.",,,,,,,
143,5bf2acd17dade8c822c43917,7.9,,I Am Brut,Brut Ipa,,Mad Scientist,,"Eddig mindig valami nagy bejelentést időzítettünk erre. 2016-ban a NEIPA volt ez a durranás, 2017-ben pedig az első legalizált barrel fermentation project, a Funk Soul Brother. Ez nem egy valódi díj (bár egyébként nevezzen már meg valaki három valódi díjat, ha már itt tartunk), inkább egy ilyen kis kinyilatkoztatás, hogy szerintünk mi ebben az évben számunkra a “nagy szám”. Az az egy sör, amit szerintünk érdemes megkóstolnod akkor is, ha a többi elveszett nálad a médiazajban. Na idén egy kicsit másképp lesz, mint eddig, mert már bejelentettük ezt a sört korábban. Nincs nagy leleplezés. Inkább úgy emlegettem az utóbbi időben, hogy ‘na ez lenne valójában a brew of the year, csak már írtam róla korábban, úgyhogy akkor kitalálok valami mást’. Aztán egyszerűen nem tudtam elengedni azt a gondolatot, hogy attól még ez az igazi brew of the year, és ha másra mondanám azt, akkor hazudnék: ez az a sör, aminek a megvalósításán az egész évet átölelően dolgoztunk. Ez a nagy mű idén.A “mű” a Brut IPA, aminek az alfája I am Brut névre hallgat. Tádá. Megvolt a bejelentés. Köszi a figyelmet azoktól, akiknek már eddig is nehezükre esett eljutni. A kép után pedig azoknak, akik kiváncsiak, azt is leírom, hogy miért. Itt tehát kiszálló a grindereknek. ",,,,,,,
144,5bf2acd17dade8c822c43918,5.2,,Jam 52,American Pale Ale,,Mad Scientist,,"A Jam 52 egy modern APA típusú sör. A klasszikus verziókkal ellentétben az újhullámos American Pale Ale az IPA minden gyümölcsösségét magában hordózva egy jóval könnyebben fogyasztható, alacsonyabb alkoholtartalom mellett.",,,,,,,
145,5bf2acd27dade8c822c43919,6.6,,New York Mocaccino,Milk Stout,,Mad Scientist,,"Ennél a sörnél szerettünk volna egy olyan milk stoutot főzni, ami egyszerre tud imperial stouthoz hasonló ízélményt és komplexitást nyújtani mindamellett, hogy könnyen fogyasztható és lágy, mint egy klasszikus.A New York Mocaccino kakaóval, egyedi pörkölésű specialty kávéval és madagaszkári vaníliával készült. Igazi desszertstout. ",,,,,,,
146,5bf2acd37dade8c822c4391a,7,,Biére de Miel,Biére de Miel,,Mad Scientist,,"Mézzel készített belga farmhouse sör fekete ürömmel, hibiszkusszal és babérlevéllel– With Grabovszky Beertending –",,,,,,,
147,5bf2acd47dade8c822c4391b,6,,Blackberry Smiggles,Blackberry Cheesecake Pale Ale,,Mad Scientist,,,,,,,,,
148,5bf2acd57dade8c822c4391c,8,,Double Hoperator,Imperial New England IPA,,Mad Scientist,,"Imperial New England IPAAmikor az ember hetente írja a felvezető szövegeket a sörökhöz, akkor egy idő után néha fel-felmerül a kérdés, hogy “na erről például mi a f*szt írjak, ami nem egyértelmű már a nevéből”.Duplán hidegkomlózott Imperial New England IPA a Smooth Hoperator aromakörre építve. Ezzel az alkoholfokkal viszonylag könnyűnek érezzük dolgozni ennél a stílusnál, mert már nem kell annyira beleimádkozni a testet a sörbe, minden olyan természetesen működik.Egyszeriként indul természetesen, és most úgy alakult, hogy a tartálykapacitások miatt csak ezer literrel érkezik, ami gigalimitáltnak számít bármilyen IPA sörből, szóval akit érdekel, az a bemutató hetében kóstolja meg.",,,,,,,
149,5bf2acd57dade8c822c4391d,3.5,,Margarita Madness,Lime Gose,,Mad Scientist,,"Lime GoseItt a görög joghurttal savanyított “madness” sorozat következő epizódja! Irtózatos mennyiségű lime-al, alacsony alkoholtartalommal és egy pici tengeri sóval. Ha valaki ütősebbre szeretné gyűrni, akkor egy feller tequilával meg lehet bolondítani (hagytunk neki helyet benne). Mi ugye a hazai törvényeknek eleget téve nem tehetünk a sörbe más alkoholt. Ti viszont igen! Ez innentől már egy következő ital, aminek ezt azt a nevet adtuk, hogy: Submarino Científico Loco",,,,,,,
150,5bf2acd57dade8c822c4391e,5,,Magyar Uborkasaláta,Cucumber Berliner Weisse,,Mad Scientist,,Uborkás Berliner Weisse– With AF Brew (RUS) –,,,,,,,
151,5bf2acd67dade8c822c4391f,5,,São Paulo Ice Tea,Belgian Witbier,,Mad Scientist,,Belga witbier gránátalmával savanyítva és mate teával főzve– With Gyömbír –,,,,,,,
152,5bf2acd67dade8c822c43920,5.8,,"Step, Step, Hop, Shake",New England IPA,,Mad Scientist,,,,,,,,,
153,5bf2acd67dade8c822c43921,4,,Raspberry Madness,Berliner Weisse,,Mad Scientist,,Raspberry Smoothie Berliner Weisse,,,,,,,
154,5bf2acd67dade8c822c43922,5.1,,Bogyó,Cranberry Sour Ale,,Mad Scientist,,"Sour Ale tőzegáfonyával 5,1% w/ MaldugunsA lettek egyik legjobbjaival, az ős, eldugott, erdei, naturális Maldugunssal főzött közös sörünk odakint Gergő közreműködésével. Helyi erdei tőzegáfonyával és természetesen görög joghurttal, ahogy szeretjük.",,,,,,,
155,5bf2acd67dade8c822c43923,3.6,,Dealbreaker,Lichtenhainer fermented with Chardonnay yeast,,Mad Scientist,,"Lichtenhainer fermented with Chardonnay yeast 3,6% w/Black Horn Brewing /w TuffBuzzA harmadik bemutatkozó sör a BPBW 2018 kóstoló sessionjein, mert ugye a főszervezők a nagy főszervezés mellett nem bírták ki, hogy ne csináljanak még velünk egy sört is mindemellé. A stílus a mindenki által jól ismert lichtenhainer: savanyított, füstös, tradicionális német búzasör. Kicsit olyan, mint egy gose, amibe beleivott előtted egy füstölt sonka.Miért Dealbreaker?Miután ‘TuffBuzz Peti’ meglengette, hogy legyen a név “Come on Baby, licht mein Hainer.” ‘Black Horn Brewing Tibi’ azt mondta rá, hogy ha ez a neve a sörünknek, az dealbreaker. Aztán ez maradt… Mármint a dealbreaker. Szóval a kecske sem lakott jól, de a káposzta is elfogyott, viszont tettünk egy T-Rexet a címkére, ami szivarozik egy kalapban. Ez Tibi, akinek nem tetszenek a nevek.",,,,,,,
156,5bf2acd67dade8c822c43924,5.1,,Apricot Madness,Apricot Lassi Gose,,Mad Scientist,,Apricot Lassi Gose,,,,,,,
157,5bf2acd77dade8c822c43925,9,,Liquid Cocaine,Dupla IPA,,Mad Scientist,,"A dupla IPA egy kicsit olyan, mint a dupla espresso: sokan a szimplát isszák, de van akinek már az nem elég. Négy különböző amerikai komló alkotja meg azt a gyilkos harmóniát, ami ennek a sörnek a jellemzője.Citrusos, gyümölcsös, malátás és persze erős. Kezdő sörfogyasztóknak nagykorú felügyelete mellett ajánlott.",,,,,,,
158,5bf2acd77dade8c822c43926,6,,Popstar,Gluten Free IPA,,Mad Scientist,,Gluten Free IPA w/ Ninka,,,,,,,
159,5bf2acd77dade8c822c43927,5.2,,Red Summer Rain,Watermelon Sour,,Mad Scientist,,Watermelon Sour– With Laugar (ESP) –,,,,,,,
160,5bf2acd77dade8c822c43928,4.9,,Supergeil,New Wave Lager,,Mad Scientist,,New Wave Lager– Sudden Death Brewing (GER) –,,,,,,,
161,5bf2acd87dade8c822c43929,7.5,,Chërka,Chardonnay / IPA hibrid,,Mad Scientist,,"“A kísérletezés hosszú volt, mert addigra már elkezdtek beérkezni a hazai tételek és úgy éreztük, hogy csak akkor érdemes kiállni valamivel, ha igazán jól sikerül. A Vylyan nagy titkos vágya volt, hogy ők hidegkomlózzanak, szóval az utolsó stádiumban már csak ezen a vonalon mentünk.A győztes, és most a porondra kerülő verzióban az ikonikusnak számító Hërka chardonnayt ötvöztük egy juicy IPA alappal. A nagy verzióban ez mustként került bele és a teljes sör egy harmadát teszi ki, szóval nem csak meg lett vele kínálva. Az így készült sörlevet a Hërka chardonnay élesztőjével erjesztettük le.A végeredmény egy átlagosnál hosszabb érési folyamat után egy olyan sör, amit szerintünk érdemes megkóstolnotok. Mi nagyon büszkék vagyunk rá, és a villányi cimboráknak is nagyon tetszett. A sör és a bor szinte egymással táncol minden kortynál, egyik pillanatban az egyikkel, a másik pillanatban a másikkal előtérben. Egy tényleg különleges és egyedi élmény.”",,,,,,,
162,5bf2acd87dade8c822c4392a,12,,Candy Man,Imperial Stout,,Mad Scientist,,Imperial stout with marshmallows and tonka beans,,,,,,,
163,5bf2acd87dade8c822c4392b,9,,Rice Rice Baby,Rice Barleywine,,Mad Scientist,,"Horizont Brewing × Mad ScientistAz egésznek a lényege, hogy hogyan illesszük be a gonosz pótanyag rizst a sörfőzésbe úgy, hogy az hozzáadjon valamit a végtermékhez.A kísérletet végül a Horizonttal véglegesítettük, és náluk főztük le közösen. Az alap elképzeléshez képest még egyet csavartunk a dolgon, mert a kész sört további 6 hónapra aszús hordókba tettük.",,,,,,,
164,5bf2acd87dade8c822c4392c,11,,NZQ-1100,New Zealand Quadrupel,,Mad Scientist,,Alternatív belga quadrupel könnyedebb testtel és új-zélandi komlóval,,,,,,,
165,5bf2acd87dade8c822c4392d,7.8,,Morning Wood,Double Weizenbock,,Mad Scientist,,Dupla Búzabak tölgyön érlelve.,,,,,,,
166,5bf2acd97dade8c822c4392e,10.5,,Cookie Monster,Imperial Stout,,Mad Scientist,,"Fontosnak tartjuk ennél a stílusnál, hogy a sör úgy legyen 10%-os alkoholtartalom felett, hogy semmilyen hozzáadott cukrot nem tartalmaz az alkohol növelése érdekében. Itt ugye az a különlegessége a bulinak, hogy ilyen erős cukortartalmú malátalevet nem lehet létrehozni a rendszerek nagy részén a standard megoldással tehát redukálni kell, ami a konyhai verzióhoz hasonlóan forralással történik. Egy adja meg az imperial stout stílusnak azt a sziruposságát, amit mi mindenképpen szerettünk volna.Szintén fontos, hogy a pörkölt maláták, a csokoládé és kávé, az aszalt gyümölcsök és a malátás sütisség egyedi egyensúlyt kell hogy alkosson. Ez az egyensúly, vagy legalábbis együttállás adja a sör lelkét és karakterét. Nagyon pontosan megvolt a fejünkben az az ízharmónia, amit szerettünk volna, és addig kísérleteztünk, amig úgy nem éreztük, hogy megtaláltuk.",,,,,,,
167,5bf2acd97dade8c822c4392f,13.2,,Old King Clancy,Barleywine,,Mad Scientist,,Maple Barleywine,,,,,,,
168,5bf2acd97dade8c822c43930,5.3,,Vanguard,American Pale Ale,,Mad Scientist,,Double Dryhoppel New England style American Pale Ale,,,,,,,
169,5bf2acd97dade8c822c43931,4,,Surfin’ Bird,American Wheat Ale,,Mad Scientist,,American Wheat Ale dryhopped with Mosaic,,,,,,,
170,5bf2acd97dade8c822c43932,5.1,,Limerick Oak Aged,Oak Aged Irish Red Ale,,Mad Scientist,,Oak Aged Irish Red AleTölgyfahordós érlelésű Ír vörös felsőerjesztésű sör.,,,,,,,
171,5bf2acfe7dade8c866922efb,7%,,BITTERFLY,Belgian Style India Pale Ale,7O,Hopfanatic,30,A sörfőzde első műve. Gerillaként ezzel sörrel sikerült bemutatkozni a nagyközönség előtt. Amerikai single hopped IPA belga élesztővel erjesztve. Ez teszi ezt a sört Magyarország egyik legkedveltebb sörévé.,,,,,,,"0,33"
172,5bf2acfe7dade8c866922efc,7%,,TRANCE,India Pale Ale,60,Hopfanatic,15,"Nem akar több lenni, mint ami. Egyszerű, nem tolakodó, kellemes komlóaromájú India Pale Ale. Malátás felhangok előtérbe, majd a kortyérzet végén kellemes komlóaroma veszi birtokba. Azoknak ajánljuk, akik ismerkednek a különleges sörök világával.",,,,,,,"0,33"
173,5bf2acfe7dade8c866922efd,,,,,,,,,,,,,,,
174,5bf2acfe7dade8c866922efe,"4,5%",,A.P.A.,American Pale Ale,32,Hopfanatic,12,"Friss illattal, kellemesen citrusos gyümölcsösséggel, könnyed testtel teszi izgalmassá a mindennapi sörözéseket. Nem hivalkodó, könnyen fogyasztható. ANTIKOMMERSZLÁGER!",,,,,,,"0,33"
175,5bf2acfe7dade8c866922eff,6%,,WHITEHOPS,Hoppy Wheat Beer,70,Hopfanatic,15,"Búza tematikájú fesztiválon született ez a sör. Bajor búza alapokon egy amerikai komlós itóka. Banános, észteres mellett, citrusos és grapefruitos jegyek teszik kellemessé a sörözéseket.",,,,,,,"0,33"
176,5bf2acff7dade8c866922f00,12%,,ANGRY BEAST,Russian Imperial Stout,112,Hopfanatic,100,"Magyarország első imperial stout-ja. A kellemes csokoládés, kávés jelleget a magas komló- és alkoholtartalom bestialitása őrjíti meg. Egy igazi fenevad, igazi sörkedvelőknek!",,,,,,,"0,33"
177,5bf2acff7dade8c866922f01,,,,,,,,,,,,,,,
178,5bf2acff7dade8c866922f02,"4,5%",,BOHEM,Bohemian Pilsner,32,Hopfanatic,14,"Egyén. Vándor, zenész, művész vagy író, aki szabad szellemű életet él és hisz az igaz szabadságban és szerelemben.",,,,,,,"0,33"
179,5bf2acff7dade8c866922f03,"5,5%",,12,New England Milkshake IPA,15,Hopfanatic,15,"A HOPFANATIC mindig is jól komlózott sörök irányába volt nyitott. Létrejött egy új stílus, mely a komlót nem a keserű oldaláról, hanem az aromák felől közelíti meg. Finoman lágyítva egy kis laktózzal. Úgy érzem, ez a sör egy igazi Touchdown!",,,,,,,"0,33"
180,5bf2ad967eaeed27a00a7e9b,NaN,,Vári Nővérek '18,"Summer Pale Ale
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					",,Szent András Sörfőzde,,"A hazai sörkultúra emblematikus figurái, Kővári ""Armando Ochoa - Csakajósör"" Gergő és Marosvári ""Ogre"" László a Szent András Sörfőzde sörfőzőmesterével, Pekár Mihállyal és a helyi csapattal idén is megalkották a nyári Vári-sörsorozat legújabb darabját, a Vári Nővérek '18-at. A sorozat negyedik etapjához a Vári sörügynökök Új-Zélandon épültek be, hogy megszerezzék a Kohatu, Motueka és Waimea komlókat azért, hogy néhány Vári '18 után folyékonyan beszélhessünk maoriul, vagy akár hottentottául.  ",,,,,NaN,,NaN
181,5bf2ad967eaeed27a00a7e9c,NaN,,Esthajnal '18,"Russian Imperial Stout
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					",,Szent András Sörfőzde,,"Limitált kiadású, évente megújuló Esthajnal söreink nem csupán ünnepi meglepetések, de télnyitó desszertsörök is egyben. Az Esthajnal-sorozat hatodik darabjában, az Esthajnal ’18-ban a békési aszaltszilva füstössége találkozik a pörkölt árpa és maláta kávés-karamellás ízkarakterével, amelyet egy krémes, bársonyosan lágy russian imprerial stout foglal keretbe. Az Esthajnal '18-at sörfőzőmesterünk úgy alkotta meg, hogy az ünnepek alatt mindig legyen jó ok egy meghitt, karácsonyi sörözéshez.",,,,,NaN,,NaN
182,5bf2ad967eaeed27a00a7e9d,NaN,,1993,"Bajor lager (münchener helles)
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					",,Szent András Sörfőzde,,"1993-ban az Arany Korsóval kezdődött minden Békésszentandráson, így illendő, hogy a 25 éves jubileumi sörünk is az eredeti recept alapján főzött, bajor stílusú lager legyen. Kóstolásnál gondolj Simkó Józsefre és egykori csapatára, akik áldozatos munkájukkal lerakták a Szent András Sörfőzde alapjait, és persze azokra, akik azóta is éltetik e nemes hagyományt.  ",,,,,NaN,,NaN
183,5bf2ad977eaeed27a00a7e9e,NaN,,Szilvás Sör ,"Szilvás lager
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					",,Szent András Sörfőzde,,"Ebben a kellemesen gyümölcsös valódi szilvából készült sörben a szilva karakterei lágyan simulnak bele a harmonikusan komlózott sör ízkarakterébe. Sörünkhöz a békési családi vállalkozás, a Szabo & Szabo gyümölcsfeldolgozó kisüzem friss, roppanós szilvájából készült sűrítményét adtuk azért, hogy hazánk egyik legfinomabb szilvás sörét készíthessük el. Egy vízparti csobbanáshoz, vagy egy kerti grillparti kiegészítőjeként tökéletes választás.",,,,,NaN,,NaN
184,5bf2ad987eaeed27a00a7e9f,NaN,,Black Rose,"duplabak
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					",,Szent András Sörfőzde,,"Ez a 23 Balling-fokos sör, főzdénk egyik büszkesége. Szűretlen duplabak, testes és gazdagon malátás, mégis lágy és bársonyos ízvilággal, kávés és karamelljegyekkel, néhol aszaltgyümölcsre emlékeztető illatokkal. Ha valami folyékony kenyér, akkor ez vitathatatlanul az.",,,,,NaN,,NaN
185,5bf2ad997eaeed27a00a7ea0,NaN,,Mutti,"New Age Hoplager
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					",,Szent András Sörfőzde,,"A Mutti nem csupán egy német stílusú könnyű lager új értelmezése, hanem a Szent András Sörfőzde hidegkomlózott víziója is, amely alapanyagaival és kísérletező kedvével arra vállalkozik, hogy a maláta-gabonás és a komló virágos, gyümölcsös és egyben kesernyés harmóniájával típusa egyik legizgalmasabb ivósöre legyen.",,,,,NaN,,NaN
186,5bf2ad9a7eaeed27a00a7ea1,NaN,,Bandibá',"Amerikai IPA
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					",,Szent András Sörfőzde,,"Bandibá’ nemcsak egy felfedezésre váró komló-kirándulás egy messzi-messzi galaxisba, hanem egy bravúros aromakompozíció is, amelyben háromféle izgalmas komló  alkot harmonikus egészet a mentás, fenyős, sárgadinnyés, epres karakterjegyekkel. Telt kortyérzet, figyelemreméltó malátaédes-komlókeserű harmónia, egy mosolyt fakasztó, testes IPA sörben.",,,,,NaN,,NaN
187,5bf2ad9a7eaeed27a00a7ea2,NaN,,Nyúlon túl '18 (kifutott),"Vörös Ale tonkababbal
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					",,Szent András Sörfőzde,,"Tavaszváró, minden évben megújuló sörsorozatunkkal, a Nyúlon Innen és a Nyúlon Túl sörpárossal a húsvéti ünnepek előtt, alatt vagy után találkozhatsz. A más-más fűszerekkel és csalafintaságokkal készült limitált kiadású tavaszi főzetünk célja, hogy a sör a húsvéti menüsor méltó kísérői lehessen.",,,,,NaN,,NaN
188,5bf2ad9b7eaeed27a00a7ea3,NaN,,Esthajnal '17 (kifutott),"earl grey porter
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					",,Szent András Sörfőzde,,"Limitált kiadású Esthajnal söreink nem csupán ünnepi meglepetések, de télnyitó desszertsörök is egyben.Évente megújuló karácsonyi söreink a karácsonyi ételek kiegészítője, az ünnepi édességek kísérője, de akár helyettesítője is lehetnek. Azoknak ajánljuk akik szeretik a testes, ízekben és illatokban gazdag sörkülönlegességeket.",,,,,NaN,,NaN
189,5bf2ad9b7eaeed27a00a7ea4,NaN,,Fekete,"tradicionális baksör
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					
						  
    
  					",,Szent András Sörfőzde,,"A tradicionális baksör ízét a malátajegyek határozzák meg: a pörkölt müncheni maláta mellett kidomborodik a karamell-maláta édes karaktere. A magas extrakt tartalom egy erős, testes sört eredményez, melyet megfelelően fűszerez a hallertau perle komló.",,,,,NaN,,NaN
